Context,Response,th_Context,th_Response
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Hello, I'm so glad you decided to take the first step in opening a conversation first. Deciding to go to therapy can sometimes be difficult for some, but with the right therapist, healing is possible and obtainable, even with what you've described. To answer your question, no you do not have too many issues to go to counseling.  You've been through a lot and have been strong and at times it's helpful to have someone else to help you through it. What I would say is to be sure and find a therapist who is experienced in sexual abuse and trauma overall. But you absolutely do not have too many issues for counseling. Please feel free to ask any other questions you may have regarding your situation and I hope you find the therapist you're looking for, there are many great ones out there. Many of the issues you're experiencing may be tied together from the trauma. Best Wishes. Laura Cassity, LMSW, LMAC",ฉันมีปัญหามากมายในการแก้ไขฉันมีประวัติการล่วงละเมิดทางเพศฉันเป็นผู้รอดชีวิตจากมะเร็งเต้านมและฉันเป็นโรคนอนไม่หลับตลอดชีวิตฉันมีประวัติอันยาวนานของภาวะซึมเศร้าและฉันเริ่มมีความวิตกกังวลฉันมีความนับถือตนเองต่ำ แต่ฉันแต่งงานอย่างมีความสุขมาเกือบ 35 ปีแล้วฉันไม่เคยให้คำปรึกษาเกี่ยวกับเรื่องนี้เลยฉันมีปัญหามากเกินไปที่จะพูดถึงการให้คำปรึกษาหรือไม่?,"สวัสดีฉันดีใจที่คุณตัดสินใจที่จะก้าวแรกในการเปิดการสนทนาก่อนการตัดสินใจไปบำบัดอาจเป็นเรื่องยากสำหรับบางคน แต่ด้วยนักบำบัดที่เหมาะสมการรักษาเป็นไปได้และหาซื้อได้แม้กับสิ่งที่คุณได้อธิบายไว้ในการตอบคำถามของคุณไม่มีปัญหามากเกินไปที่จะไปให้คำปรึกษาคุณเคยผ่านมามากและมีความแข็งแกร่งและบางครั้งก็เป็นประโยชน์ที่จะมีคนอื่นมาช่วยคุณผ่านมันสิ่งที่ฉันจะพูดคือการแน่ใจและหานักบำบัดที่มีประสบการณ์ในการล่วงละเมิดทางเพศและการบาดเจ็บโดยรวมแต่คุณไม่มีปัญหามากเกินไปสำหรับการให้คำปรึกษาโปรดอย่าลังเลที่จะถามคำถามอื่น ๆ ที่คุณอาจมีเกี่ยวกับสถานการณ์ของคุณและฉันหวังว่าคุณจะพบนักบำบัดที่คุณกำลังมองหามีคำถามที่ยอดเยี่ยมมากมายปัญหามากมายที่คุณประสบอาจถูกผูกติดกันจากการบาดเจ็บด้วยความปรารถนาดีLaura Cassity, LMSW, LMAC"
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Not at all my dear. Human beings are complex creatures, and in my opinion, our issues interconnect in a very nuanced web between our levels of being (for example, mind, body, and spirit). Everything you bring up affects all three. The truly beautiful thing about the human body is that when you begin to work on one, the others improve as well!I would encourage you to seek out a counselor who's style and approach speaks to you and start with whichever issue feels most pressing to you. A skilled therapist will flow with you at your own pace and make recommendations to other professionals (e.g., physicians, holistic practitioners, EMDR specialists for trauma etc) as needed to complement the psychotherapy work you're doing with him or her to help you find the total healing you seek. I wish you well on your journey!",ฉันมีปัญหามากมายในการแก้ไขฉันมีประวัติการล่วงละเมิดทางเพศฉันเป็นผู้รอดชีวิตจากมะเร็งเต้านมและฉันเป็นโรคนอนไม่หลับตลอดชีวิตฉันมีประวัติอันยาวนานของภาวะซึมเศร้าและฉันเริ่มมีความวิตกกังวลฉันมีความนับถือตนเองต่ำ แต่ฉันแต่งงานอย่างมีความสุขมาเกือบ 35 ปีแล้วฉันไม่เคยให้คำปรึกษาเกี่ยวกับเรื่องนี้เลยฉันมีปัญหามากเกินไปที่จะพูดถึงการให้คำปรึกษาหรือไม่?,ไม่ได้เลยที่รักมนุษย์เป็นสิ่งมีชีวิตที่ซับซ้อนและในความคิดของฉันปัญหาของเราเชื่อมต่อกันในเว็บที่เหมาะสมยิ่งระหว่างระดับการเป็นของเรา (เช่นจิตใจร่างกายและวิญญาณ)ทุกสิ่งที่คุณนำมามีผลกระทบทั้งสามสิ่งที่สวยงามอย่างแท้จริงเกี่ยวกับร่างกายมนุษย์คือเมื่อคุณเริ่มทำงานกับคนอื่น ๆ คนอื่น ๆ ก็ปรับปรุงเช่นกัน! ฉันขอแนะนำให้คุณหาที่ปรึกษาที่มีสไตล์และวิธีการพูดกับคุณและเริ่มต้นด้วยปัญหาใดที่รู้สึกถึงคุณมากที่สุดนักบำบัดที่มีทักษะจะไหลไปกับคุณด้วยความเร็วของคุณเองและให้คำแนะนำแก่มืออาชีพอื่น ๆ (เช่นแพทย์ผู้ปฏิบัติงานแบบองค์รวมผู้เชี่ยวชาญด้าน EMDR สำหรับการบาดเจ็บ ฯลฯ ) ตามความจำเป็นเพื่อเติมเต็มงานจิตบำบัดที่คุณทำกับเขาหรือเธอเพื่อช่วยให้คุณพบการรักษาทั้งหมดที่คุณต้องการฉันขอให้คุณเดินทางได้ดี!
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Everyone has topics to discuss when they start therapy.   There is no correct number of topics.youSometimes people go to therapy for one specific area of their life.   Not everyone has the time or interest to utilize therapy just when a significant topic arises in their life.Since you are one person, no matter how many or few topics you would like to address in therapy, all the topics relate to you.Possibly the result of your therapy will be more transformational than if you talked only on one topic.  Lucky you, to be on the cusp of clearing and resolving many vulnerabilities at once.   You will feel brand new by the time you finish your therapy work!",ฉันมีปัญหามากมายในการแก้ไขฉันมีประวัติการล่วงละเมิดทางเพศฉันเป็นผู้รอดชีวิตจากมะเร็งเต้านมและฉันเป็นโรคนอนไม่หลับตลอดชีวิตฉันมีประวัติอันยาวนานของภาวะซึมเศร้าและฉันเริ่มมีความวิตกกังวลฉันมีความนับถือตนเองต่ำ แต่ฉันแต่งงานอย่างมีความสุขมาเกือบ 35 ปีแล้วฉันไม่เคยให้คำปรึกษาเกี่ยวกับเรื่องนี้เลยฉันมีปัญหามากเกินไปที่จะพูดถึงการให้คำปรึกษาหรือไม่?,ทุกคนมีหัวข้อที่จะพูดคุยเมื่อพวกเขาเริ่มการบำบัดไม่มีจำนวนหัวข้อที่ถูกต้องผู้คนที่เข้ารับการบำบัดสำหรับพื้นที่เฉพาะหนึ่งในชีวิตของพวกเขาไม่ใช่ทุกคนที่มีเวลาหรือความสนใจที่จะใช้การบำบัดเมื่อมีหัวข้อสำคัญเกิดขึ้นในชีวิตของพวกเขาเนื่องจากคุณเป็นคน ๆ หนึ่งไม่ว่าคุณต้องการที่จะพูดถึงการบำบัดกี่เรื่องหรือไม่กี่หัวข้อที่เกี่ยวข้องกับคุณโชคดีที่คุณอยู่ในจุดเริ่มต้นของการล้างและแก้ไขช่องโหว่มากมายในครั้งเดียวคุณจะรู้สึกใหม่เมื่อคุณทำงานบำบัดให้เสร็จ!
"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.","Answers about our inner lives are most successfully reached from a sense of feeling grounded in oneself.First step is to accept your nervousness and restless sleep.  As often as possible, sleep during daytimes in order for your body to catch up on its need for rest.Accept too about feeling down.  It is normal to feel down once in a while.  From this place of self-acceptance, trust any answers which come up to your mind.  Often answers about complicated topics come in small pieces, not all at once as a whole unit.Also, your description about panic attacks is also completely normal.   They often arise unrelated to particular conditions at a given moment.  They are a healthy symptom your body is trying to expel bad feelings and does this by having the anxiety erupt at times.So, self-acceptance, tolerance of being on a process of clearing out worn out emotional clutter, and sleep at odd times if possible, are all ways to stabilize yourself, which will also feel calm and good!",ฉันรู้สึกแย่ลงเรื่อย ๆ มานานกว่าหนึ่งเดือนฉันเริ่มมีปัญหาในการนอนหลับเนื่องจากการโจมตีเสียขวัญ แต่พวกเขาแทบจะไม่เคยถูกกระตุ้นโดยสิ่งที่ฉันรู้,คำตอบเกี่ยวกับชีวิตภายในของเรานั้นประสบความสำเร็จมากที่สุดจากความรู้สึกของความรู้สึกที่มีพื้นฐานอยู่ในตัวเองขั้นตอนแรกคือการยอมรับความกังวลใจและการนอนหลับที่ไม่สงบของคุณบ่อยที่สุดเท่าที่จะเป็นไปได้การนอนหลับในช่วงเวลากลางวันเพื่อให้ร่างกายของคุณตามความต้องการของการพักผ่อนยอมรับความรู้สึกเช่นกันเป็นเรื่องปกติที่จะรู้สึกแย่ลงในขณะที่จากสถานที่ยอมรับตนเองนี้ไว้วางใจคำตอบใด ๆ ที่เกิดขึ้นในใจของคุณบ่อยครั้งที่คำตอบเกี่ยวกับหัวข้อที่ซับซ้อนมาเป็นชิ้นเล็ก ๆ ไม่ได้ทั้งหมดในครั้งเดียวทั้งหน่วยนอกจากนี้คำอธิบายของคุณเกี่ยวกับการโจมตีเสียขวัญก็เป็นเรื่องปกติอย่างสมบูรณ์เช่นกันพวกเขามักจะไม่เกี่ยวข้องกับเงื่อนไขเฉพาะในช่วงเวลาที่กำหนดพวกเขาเป็นอาการที่ดีต่อสุขภาพร่างกายของคุณพยายามที่จะขับไล่ความรู้สึกที่ไม่ดีและทำสิ่งนี้โดยการมีความวิตกกังวลเกิดขึ้นในบางครั้งดังนั้นการยอมรับตนเองความอดทนของการอยู่ในกระบวนการของการล้างความยุ่งเหยิงทางอารมณ์และการนอนหลับในเวลาแปลก ๆ ถ้าเป็นไปได้
"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.","It could be really helpful to see a counselor/therapist about your increasing depression/panic symptoms. Finding out the cause of depression/anxiety isn't always as straightforward as it seems, since both issues tend to become patterns we engage in rather than solely related to a specific trigger/reason. For example, if I am feeling down about a particular circumstance in my life, then I start seeing life through this lens of feeling down, and typically I'll start to see a lot more that I get down about, and it can really build very quickly on itself. Same with anxiety. Obviously, this is a very simplified example and it can be very difficult to see how the pattern is maintained, but that's where working with a counselor/therapist comes in. I would be curious about whether you can start to notice the initial sensations of panic, and if you can (through the panic attack) continue to maintain awareness of the actual physical sensations. Even better if you can talk yourself through the sensations you're feeling - such as saying to yourself ""Okay, I'm breathing really rapidly, and my heart is racing, now my palms are sweaty and my chest is feeling really tight..."" Reminding yourself that it's just your body's reaction to stress, and while it might be overreacting right now, you're okay and eventually it will go away. I highly recommend the SAM for Anxiety Management app for the anxiety piece, and I wouldn't be surprised if addressing the anxiety helped to address some of the depression too.",ฉันรู้สึกแย่ลงเรื่อย ๆ มานานกว่าหนึ่งเดือนฉันเริ่มมีปัญหาในการนอนหลับเนื่องจากการโจมตีเสียขวัญ แต่พวกเขาแทบจะไม่เคยถูกกระตุ้นโดยสิ่งที่ฉันรู้,"มันอาจเป็นประโยชน์จริง ๆ ที่ได้เห็นที่ปรึกษา/นักบำบัดเกี่ยวกับอาการซึมเศร้า/อาการตื่นตระหนกที่เพิ่มขึ้นของคุณการค้นหาสาเหตุของภาวะซึมเศร้า/ความวิตกกังวลนั้นไม่ตรงไปตรงมาเท่าที่เห็นเพราะทั้งสองประเด็นมีแนวโน้มที่จะกลายเป็นรูปแบบที่เรามีส่วนร่วมมากกว่าที่เกี่ยวข้องกับทริกเกอร์/เหตุผลที่เฉพาะเจาะจงเท่านั้นตัวอย่างเช่นถ้าฉันรู้สึกผิดหวังเกี่ยวกับสถานการณ์เฉพาะในชีวิตของฉันฉันก็เริ่มเห็นชีวิตผ่านเลนส์แห่งความรู้สึกและโดยทั่วไปฉันจะเริ่มเห็นมากขึ้นที่ฉันลงไปและมันสามารถสร้างตัวเองได้อย่างรวดเร็วเช่นเดียวกับความวิตกกังวลเห็นได้ชัดว่านี่เป็นตัวอย่างที่ง่ายมากและอาจเป็นเรื่องยากมากที่จะเห็นว่ารูปแบบได้รับการดูแลรักษาอย่างไร แต่นั่นคือที่ที่ทำงานกับที่ปรึกษา/นักบำบัดเข้ามาฉันจะอยากรู้ว่าคุณสามารถเริ่มสังเกตเห็นความรู้สึกเริ่มต้นของความตื่นตระหนกและถ้าคุณสามารถ (ผ่านการโจมตีเสียขวัญ)ยิ่งไปกว่านั้นถ้าคุณสามารถพูดคุยกับตัวเองผ่านความรู้สึกที่คุณรู้สึก - เช่นพูดกับตัวเองว่า ""โอเคฉันหายใจเร็วจริงๆและหัวใจของฉันกำลังแข่งกันตอนนี้ฝ่ามือของฉันเหงื่อออกและหน้าอกของฉันรู้สึกแน่นจริงๆ ... "" เตือนตัวเองว่ามันเป็นเพียงปฏิกิริยาของร่างกายต่อความเครียดฉันขอแนะนำแอพ SAM สำหรับการจัดการความวิตกกังวลสำหรับชิ้นส่วนความวิตกกังวลและฉันจะไม่แปลกใจถ้าพูดถึงความวิตกกังวลช่วยแก้ไขปัญหาภาวะซึมเศร้าบางอย่างเช่นกัน"
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Have you used meditation or hypnosis? Relaxing the mind and connecting with your true self is a great way to calm your thoughts and get to peace and calm. Hypnosis and meditation have helped a lot of people with anxiety and depression. Google hypnotherapists near me or write for a while about what is going on.,ฉันกำลังเผชิญกับภาวะซึมเศร้าและความวิตกกังวลอย่างรุนแรงและฉันก็รู้สึกว่าฉันต้องผ่านไปมากสิ่งนี้ทำให้ฉันเสียสมาธิและฉันไม่สามารถทำให้จิตใจของฉันหลุดพ้นจากสิ่งที่รบกวนฉันได้ฉันจะเอาชนะความวิตกกังวลและซึมเศร้านี้ได้อย่างไร?,คุณใช้การทำสมาธิหรือการสะกดจิตหรือไม่?การผ่อนคลายจิตใจและการเชื่อมต่อกับตัวตนที่แท้จริงของคุณเป็นวิธีที่ดีในการสงบความคิดของคุณและสงบสติอารมณ์และสงบการสะกดจิตและการทำสมาธิช่วยให้ผู้คนจำนวนมากมีความวิตกกังวลและซึมเศร้าGoogle Hypnotherapists ที่อยู่ใกล้ฉันหรือเขียนสักพักเกี่ยวกับสิ่งที่เกิดขึ้น
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Working with a great therapist who can help you learn ways to cope might be beneficial to you.  Sometimes just the act of being able to talk about things with a nonjudgmental person helps take some of the burden off of you.  A therapist can help you change your thought patterns and teach you coping skills to reduce your symptoms.,ฉันกำลังเผชิญกับภาวะซึมเศร้าและความวิตกกังวลอย่างรุนแรงและฉันก็รู้สึกว่าฉันต้องผ่านไปมากสิ่งนี้ทำให้ฉันเสียสมาธิและฉันไม่สามารถทำให้จิตใจของฉันหลุดพ้นจากสิ่งที่รบกวนฉันได้ฉันจะเอาชนะความวิตกกังวลและซึมเศร้านี้ได้อย่างไร?,การทำงานกับนักบำบัดที่ยอดเยี่ยมที่สามารถช่วยให้คุณเรียนรู้วิธีรับมืออาจเป็นประโยชน์กับคุณบางครั้งการกระทำของความสามารถในการพูดคุยเกี่ยวกับสิ่งต่าง ๆ กับบุคคลที่ไม่ได้ตัดสินช่วยเอาภาระบางอย่างออกไปจากคุณนักบำบัดสามารถช่วยให้คุณเปลี่ยนรูปแบบความคิดของคุณและสอนทักษะการเผชิญปัญหาเพื่อลดอาการของคุณ
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,"Anxiety and depression is caused by ineffective functioning of the adrenals, kidneys, and the other systems that affects.A basic protocol of natural health makes quick work of it (about 2-3 months-ish; maybe shorter with a good constitution, in your body) :)",ฉันกำลังเผชิญกับภาวะซึมเศร้าและความวิตกกังวลอย่างรุนแรงและฉันก็รู้สึกว่าฉันต้องผ่านไปมากสิ่งนี้ทำให้ฉันเสียสมาธิและฉันไม่สามารถทำให้จิตใจของฉันหลุดพ้นจากสิ่งที่รบกวนฉันได้ฉันจะเอาชนะความวิตกกังวลและซึมเศร้านี้ได้อย่างไร?,ความวิตกกังวลและภาวะซึมเศร้าเกิดจากการทำงานที่ไม่มีประสิทธิภาพของต่อมหมวกไตไตและระบบอื่น ๆ ที่มีผลต่อโปรโตคอลพื้นฐานของสุขภาพธรรมชาติทำให้การทำงานอย่างรวดเร็วของมัน (ประมาณ 2-3 เดือน-ish อาจสั้นกว่าด้วยรัฐธรรมนูญที่ดีในร่างกายของคุณ) :)
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,"Meditation may be able to assist you in lowering your anxiety and depressive symptoms. Meditation…Breaks Anxious Thought PatternsA common symptom of anxiety is having racing negative and obsessive thoughts that create a vicious cycle of worry within your mind. Meditation can reduce rumination and the break negative thought patterns by increasing your control over random unwanted thoughts and decreasing your tendency to worry by altering the way your brain responds to stress. For example, instead of following your negative thought down the rabbit hole, you learn to view your thoughts differently and recognize it for what it is – a thought – and let it go. Thank goodness to neuroplasticity and your brains endless capacity to change! Balances Brain ChemicalsAnxiety is brought on by various factors (personality type, emotional trauma, genes, prolonged exposure to stress…) and sometimes causes an imbalance of chemicals within the brain (GABA and serotonin). A meditation practice can assist in restoring the balance of neurotransmitters within the brain by increasing GABA (neurotransmitter connected to feeling happy and relaxed) and serotonin (another neurotransmitter connected to being happy) and decreasing cortisol (stress hormone).Builds A Healthier BrainBased on research and scans, individuals who have a regular meditation practice show dramatically larger amounts of gray matter, the volume of the hippocampus, thickness of the cortex, increased blood flow to the brain, improved neural connections between various parts of the brain and decreased size of the amygdala (controls autonomic responses associated with fear, arousal, and emotional stimulation). View full article here: https://www.therapybyshannon.com/blog-2/2019/4/16/meditate-to-lower-anxiety-levels",ฉันกำลังเผชิญกับภาวะซึมเศร้าและความวิตกกังวลอย่างรุนแรงและฉันก็รู้สึกว่าฉันต้องผ่านไปมากสิ่งนี้ทำให้ฉันเสียสมาธิและฉันไม่สามารถทำให้จิตใจของฉันหลุดพ้นจากสิ่งที่รบกวนฉันได้ฉันจะเอาชนะความวิตกกังวลและซึมเศร้านี้ได้อย่างไร?,การทำสมาธิอาจช่วยคุณในการลดความวิตกกังวลและอาการซึมเศร้าการทำสมาธิ…แบ่งรูปแบบความคิดที่วิตกกังวลอาการทั่วไปของความวิตกกังวลคือการแข่งกับความคิดเชิงลบและครอบงำที่สร้างวงจรอุบาทว์ของความกังวลในใจของคุณการทำสมาธิสามารถลดการครุ่นคิดและการแบ่งรูปแบบความคิดเชิงลบโดยการเพิ่มการควบคุมของคุณเกี่ยวกับความคิดที่ไม่พึงประสงค์แบบสุ่มและลดแนวโน้มที่จะกังวลโดยการเปลี่ยนวิธีที่สมองของคุณตอบสนองต่อความเครียดตัวอย่างเช่นแทนที่จะติดตามความคิดเชิงลบของคุณลงไปในหลุมกระต่ายคุณเรียนรู้ที่จะดูความคิดของคุณแตกต่างกันและรับรู้ถึงสิ่งที่มันเป็น - ความคิด - และปล่อยมันไปขอบคุณพระเจ้าที่มีระบบประสาทและสมองของคุณความสามารถที่ไม่มีที่สิ้นสุดในการเปลี่ยนแปลง!ความสมดุลของสารเคมีในสมองถูกนำมาใช้โดยปัจจัยต่าง ๆ (ประเภทบุคลิกภาพการบาดเจ็บทางอารมณ์ยีนการสัมผัสกับความเครียดเป็นเวลานาน…) และบางครั้งทำให้เกิดความไม่สมดุลของสารเคมีภายในสมอง (GABA และ serotonin)การฝึกทำสมาธิสามารถช่วยในการฟื้นฟูความสมดุลของสารสื่อประสาทภายในสมองโดยการเพิ่ม GABA (สารสื่อประสาทที่เชื่อมต่อกับความรู้สึกมีความสุขและผ่อนคลาย) และเซโรโทนินฮิปโปแคมปัสความหนาของเยื่อหุ้มสมองเพิ่มการไหลเวียนของเลือดไปยังสมองปรับปรุงการเชื่อมต่อของระบบประสาทระหว่างส่วนต่าง ๆ ของสมองและขนาดที่ลดลงของ amygdala (ควบคุมการตอบสนองอัตโนมัติที่เกี่ยวข้องกับความกลัวความเร้าอารมณ์และการกระตุ้นทางอารมณ์)ดูบทความเต็มที่นี่: https://www.therapybybyshannon.com/blog-2/2019/4/16/meditate-to to-lower-anxiety-levels
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Anxiety and depression are often linked. I don't consider them as diseases. Depression is a symptom of deep hurts to the sense of self that leaves a person feeling shamed. Anxiety is a symptom of not being given the proper emotional resources to handle the problems of life. It is also the result of being taught that life is a dangerous place that can't be managed.,ฉันกำลังเผชิญกับภาวะซึมเศร้าและความวิตกกังวลอย่างรุนแรงและฉันก็รู้สึกว่าฉันต้องผ่านไปมากสิ่งนี้ทำให้ฉันเสียสมาธิและฉันไม่สามารถทำให้จิตใจของฉันหลุดพ้นจากสิ่งที่รบกวนฉันได้ฉันจะเอาชนะความวิตกกังวลและซึมเศร้านี้ได้อย่างไร?,ความวิตกกังวลและภาวะซึมเศร้ามักจะเชื่อมโยงกันฉันไม่คิดว่าพวกเขาเป็นโรคอาการซึมเศร้าเป็นอาการของความเจ็บปวดอย่างลึกซึ้งต่อความรู้สึกของตัวเองที่ทำให้คนรู้สึกอับอายความวิตกกังวลเป็นอาการของการไม่ได้รับทรัพยากรทางอารมณ์ที่เหมาะสมเพื่อจัดการกับปัญหาของชีวิตนอกจากนี้ยังเป็นผลมาจากการสอนว่าชีวิตเป็นสถานที่อันตรายที่ไม่สามารถจัดการได้
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,"Depression and anxiety can be disconcerting and disruptive to our lives in many ways. I am sorry that you are suffering so much. Depression and anxiety can arise due to experiences, genetics or a combination of both. I like for my clients look at their issues as whole persons so I would also recommend these tips:Physical: regular exercise, healthy balanced diet, rest and sleepMental: how we think is how we feel. How are you interpreting the events that are happening to you? Try to interpret them in a less negative way. Unfortunately we cannot stop our thoughts as our brain is always working. If you can't see your issues in a different way then stop struggling and allow and accept whatever the unhelpful thoughts are. Choose to take actions based on your values and what will give you a fulfilling life no matter what your thoughts are. Remember, your thoughts have no power unless you act upon them. Emotional: do not let feelings dictate your actions, even if something feels anxious take action again based on your values and how you want to live.   Social: connect with healthy friends and family that will be a positive support. Take up some hobbies and recreation activities as well. If things do not improve I would encourage you to make an appointment with a talk therapist and discuss these issues. I would encourage you to also be open to consider an evaluation for anti-depressants with these issues as well. If you ever feel like you might hurt yourself please call 911 or go to your nearest ER.",ฉันกำลังเผชิญกับภาวะซึมเศร้าและความวิตกกังวลอย่างรุนแรงและฉันก็รู้สึกว่าฉันต้องผ่านไปมากสิ่งนี้ทำให้ฉันเสียสมาธิและฉันไม่สามารถทำให้จิตใจของฉันหลุดพ้นจากสิ่งที่รบกวนฉันได้ฉันจะเอาชนะความวิตกกังวลและซึมเศร้านี้ได้อย่างไร?,"อาการซึมเศร้าและความวิตกกังวลสามารถทำให้สับสนและก่อกวนชีวิตของเราได้หลายวิธีฉันขอโทษที่คุณทุกข์ทรมานมากภาวะซึมเศร้าและความวิตกกังวลอาจเกิดขึ้นได้เนื่องจากประสบการณ์พันธุศาสตร์หรือการรวมกันของทั้งสองอย่างฉันชอบให้ลูกค้าของฉันดูปัญหาของพวกเขาในฐานะคนทั้งปวงดังนั้นฉันจึงขอแนะนำเคล็ดลับเหล่านี้: การออกกำลังกายทางกายภาพ: การออกกำลังกายปกติ, อาหารที่สมดุลสุขภาพ, การพักผ่อนและการนอนหลับ: เราคิดอย่างไรว่าเรารู้สึกอย่างไรคุณตีความเหตุการณ์ที่เกิดขึ้นกับคุณอย่างไร?พยายามตีความพวกเขาในทางลบน้อยลงน่าเสียดายที่เราไม่สามารถหยุดความคิดของเราได้เนื่องจากสมองของเราทำงานอยู่เสมอหากคุณไม่เห็นปัญหาของคุณในวิธีที่แตกต่างให้หยุดดิ้นรนและอนุญาตและยอมรับความคิดที่ไม่ช่วยเหลือใด ๆเลือกที่จะดำเนินการตามค่านิยมของคุณและสิ่งที่จะทำให้คุณมีชีวิตที่เติมเต็มไม่ว่าคุณจะคิดอย่างไรโปรดจำไว้ว่าความคิดของคุณไม่มีอำนาจเว้นแต่คุณจะทำกับพวกเขาอารมณ์: อย่าปล่อยให้ความรู้สึกเป็นตัวกำหนดการกระทำของคุณแม้ว่าจะมีบางสิ่งที่รู้สึกกังวลก็ดำเนินการอีกครั้งตามค่านิยมของคุณและวิธีที่คุณต้องการมีชีวิตอยู่โซเชียล: เชื่อมต่อกับเพื่อนที่มีสุขภาพดีและครอบครัวที่จะได้รับการสนับสนุนในเชิงบวกใช้งานอดิเรกและกิจกรรมสันทนาการเช่นกันหากสิ่งต่าง ๆ ไม่ดีขึ้นฉันจะสนับสนุนให้คุณนัดหมายกับนักบำบัดการพูดคุยและหารือเกี่ยวกับปัญหาเหล่านี้ฉันขอแนะนำให้คุณเปิดให้พิจารณาการประเมินผลการต่อต้านอาการซึมเศร้ากับปัญหาเหล่านี้เช่นกันหากคุณรู้สึกว่าคุณอาจทำร้ายตัวเองโปรดโทร 911 หรือไปที่ ER ที่ใกล้ที่สุด"
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Life can bring us all kinds of struggles.   Depression and Anxiety are very common reasons people come into counseling.  Both can be debilitating.  Sometimes when life struggles and stresses build up anxiety and depression become prominent.  Learning tools to ride the waves  of life is a core part of counseling.  If you are ready to manage the symptoms and come up with a plan visit staceybshapiro.com for more information.,ฉันกำลังเผชิญกับภาวะซึมเศร้าและความวิตกกังวลอย่างรุนแรงและฉันก็รู้สึกว่าฉันต้องผ่านไปมากสิ่งนี้ทำให้ฉันเสียสมาธิและฉันไม่สามารถทำให้จิตใจของฉันหลุดพ้นจากสิ่งที่รบกวนฉันได้ฉันจะเอาชนะความวิตกกังวลและซึมเศร้านี้ได้อย่างไร?,ชีวิตสามารถนำการดิ้นรนทุกประเภทมาให้เราได้ภาวะซึมเศร้าและความวิตกกังวลเป็นสาเหตุที่พบบ่อยมากที่ผู้คนเข้ามาให้คำปรึกษาทั้งสองสามารถทำให้ร่างกายอ่อนแอบางครั้งเมื่อชีวิตต้องดิ้นรนและเครียดสร้างความวิตกกังวลและภาวะซึมเศร้าก็โดดเด่นเครื่องมือการเรียนรู้การขี่คลื่นแห่งชีวิตเป็นส่วนสำคัญของการให้คำปรึกษาหากคุณพร้อมที่จะจัดการอาการและมาพร้อมกับแผนเยี่ยมชม staceybshapiro.com สำหรับข้อมูลเพิ่มเติม
