id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,th_question,th_opa,th_opb,th_opc,th_opd,th_exp
2b7ff41e-66e4-467a-97ec-9ea4e5e98cbc,Determination of Pulp vitality by pulse oximeter based on:,Beer's law.,Pascal's law.,Doppler law.,Poisslues law.,0,single,"Pulse oxymetry-

Based on Beer Lambert law
Utilization of a probe that transmits red (640 mm) and infrared light
Photo detector as a receptor site
Different absorption ability of light by oxygenated and deoxygenated haemoglobin leads to changes in the amount of light differently absorbed by the vascular bed before reaching the photo detector.",Dental,,การกำหนดพลังเยื่อกระดาษโดยพัลส์ oximeter ตาม:,กฎหมายของเบียร์,กฎหมายของปาสกาล,กฎหมาย Doppler,กฎหมาย Poisslues,พัลส์ oxymetry- ขึ้นอยู่กับการใช้ประโยชน์ตามกฎหมายของเบียร์แลมเบิร์ตของโพรบที่ส่งสีแดง (640 มม.) และเครื่องตรวจจับแสงอินฟราเรดเป็นไซต์ตัวรับความสามารถในการดูดซึมที่แตกต่างกันของแสงโดยออกซิเจน
e197f947-1bdd-4efd-887a-b72faa9441c5,All of the following are causes of congenital blindness Except,Toxoplasmosis,Congenital rubella,Vitamin A deficiency,Cataract,2,multi,"Causes of congenital blindness:ToxoplasmosisCongenital cataractsGenetic diseaseCongenital rubellaCongenital glaucomaUsher syndrome(Refer: Nelson's Textbook of Pediatrics, SAE, 1st edition, pg no. 318 - 319)",Pediatrics,All India exam,ทั้งหมดต่อไปนี้เป็นสาเหตุของการตาบอด แต่กำเนิดยกเว้น,toxoplasmosis,โรคหัดเยอรมันพิการ แต่กำเนิด,การขาดวิตามินเอ,ต้อกระจก,"สาเหตุของการตาบอด แต่กำเนิด: Toxoplasmosiscongenital Cataractstssive Diseasecongenital Rubellacongenital โรคต้อหินโรคต้อหิน (อ้างอิง: ตำราเด็กของเนลสัน, SAE, รุ่นที่ 1, หน้า 318 - 319))"
b15c5039-0f3c-4195-8331-35b9632899c7,Hypersecretory glaucoma is seen in –,Epidemic dropsy,Marfan's syndrome,Hypertension,Diabetes,0,single,"""In epidemic dropsy, glaucoma is wide angle glaucoma, with normal chamber and angle. Outflow is within normal limits. The queous shows raised level of histamin, prostaglandin and protein suggesting that glaucoma is hypersecretory"". _ Mukherjee",Ophthalmology,,โรคต้อหิน Hypersecretory ถูกพบใน -,ตื้นที่แพร่ระบาด,กลุ่มอาการของมาร์ฟาน,ความดันโลหิตสูง,โรคเบาหวาน,"""ในการระบาดของโรคระบาดต้อหินเป็นโรคต้อหินมุมกว้างโดยมีห้องปกติและมุมการไหลออกอยู่ในขอบเขตปกติการคิวแสดงระดับของฮิสตามิน, prostaglandin และโปรตีนที่แนะนำว่าโรคต้อหินเป็น hypersecretory""_ mukherjee"
01b9f068-4db2-45e5-94b8-19d4f7d290f7,"A 14-year-old girl presents with quadriparesis, facial palsy, winging of scapula and ptosis. There is h/o similar illness in father and brother but less severe. Her CPK level is also raised (500IU/L). She is probably suffering from?",Emery-Dreifuss muscular dystrophy,Becker muscular dystrophy,Limb-girdle dystrophy,Scapulofaciohumeral dystrophy,3,single,"Facial muscle involvement is not seen with Becker and Limb-girdle muscular dystrophy Emery Dreifuss and Becker are XLR disease so can't be present in a girl child. Hence by exclusion the diagnosis is Dx: Scapulo-Faciohumeraldystrophy. Facio-Scapulo-humeral dystrophy Autosomal dominant inheritance and has an onset in childhood or young adulthood. Facial weakness is the initial manifestation-->inability to smile, whistle or fully close the eyes. Weakness of the shoulder girdles-->makes arm elevation difficult. Scapular winging becomes apparent with attempts at abduction and forward movement of the arms. The serum CK level may be normal or mildly elevated. No specific treatment is available, ankle-foot ohoses are helpful for foot-drop.",Medicine,Myasthenia Gravis and Muscular dystrophy,เด็กหญิงอายุ 14 ปีนำเสนอด้วย quadriparesis อัมพาตใบหน้าปีกของกระดูกสะบักและ ptosisมีความเจ็บป่วยที่คล้ายกัน H/o ในพ่อและพี่ชาย แต่รุนแรงน้อยกว่าระดับ CPK ของเธอยังเพิ่มขึ้น (500IU/L)เธออาจจะทุกข์?,Emery-Dreifuss dystrophy กล้ามเนื้อ,Becker กล้ามเนื้อ dystrophy,dystrophy แขนขา,scapulofaciohumeral dystrophy,การมีส่วนร่วมของกล้ามเนื้อบนใบหน้าไม่ได้เห็นด้วย Becker และ Limb-girdle กล้ามเนื้อ dystrophy emery dreifuss และ Becker เป็นโรค XLR ดังนั้นจึงไม่สามารถอยู่ในเด็กผู้หญิงได้ดังนั้นโดยการยกเว้นการวินิจฉัยคือ dx: scapulo-faciohumeraldystrophyFacio-scapulo-humeral dystrophy autosomal การสืบทอดที่โดดเด่นและมีอาการในวัยเด็กหรือวัยหนุ่มสาวความอ่อนแอของใบหน้าคือการแสดงออกครั้งแรก-> ไม่สามารถยิ้มได้นกหวีดหรือหลับตาอย่างเต็มที่ความอ่อนแอของปีกไหล่-> ทำให้การยกระดับแขนเป็นเรื่องยากการปีกของ Scapular จะปรากฏชัดเจนด้วยความพยายามในการลักพาตัวและการเคลื่อนไหวของแขนระดับ CK ในซีรั่มอาจสูงขึ้นหรือสูงขึ้นอย่างอ่อนโยนไม่มีการรักษาที่เฉพาะเจาะจง OHOSE ข้อเท้าเท้ามีประโยชน์สำหรับการวางเท้า
44e3f7ec-ad90-49bc-9f91-54f959bae81b,Which of the following is true statement regarding human eye,Cornea cut off wavelength upto 400 nm,Normal eye medium will permit wavelength of 400- 700 nm,Even after cataract surgery UV rays are not penetrated,Lens will not reflect light,1,multi,"Ans. b (normal rye medium will permit wavelength of 400- 700 ntn) Ref: yanoff 3rd ed p 383, internet sitesCornea and lens act as special filters absorbing the more energetic wavelength of the electromagnetic spectrum that can damage the retina. Cornea absorbs wavelength below 295nm where as lens absorbs strongly in the long U V B (300 - 315) and most of the UV A (315 - 400) wave-lengths. Eye light transmittance is relatively high in the 400nm-700nm range.",Ophthalmology,Anatomy,ข้อใดต่อไปนี้เป็นคำพูดที่แท้จริงเกี่ยวกับตามนุษย์,กระจกตาตัดความยาวคลื่นไม่เกิน 400 นาโนเมตร,สื่อตาปกติจะอนุญาตให้มีความยาวคลื่น 400-700 นาโนเมตร,แม้หลังจากการผ่าตัดต้อกระจกรังสียูวียังไม่ถูกเจาะ,เลนส์จะไม่สะท้อนแสง,"ตอบB (สื่อข้าวไรย์ปกติจะอนุญาตให้มีความยาวคลื่น 400-700 NTN) REF: Yanoff 3rd ed p 383, อินเทอร์เน็ต sitescorea และเลนส์ทำหน้าที่เป็นตัวกรองพิเศษที่ดูดซับความยาวคลื่นที่มีพลังมากขึ้นของสเปกตรัมแม่เหล็กไฟฟ้าที่สามารถทำลายเรตินากระจกตาดูดซับความยาวคลื่นต่ำกว่า 295Nm ซึ่งเป็นเลนส์ดูดซับอย่างแรงในความยาว U V B (300 - 315) และส่วนใหญ่ของ UV A (315 - 400) ความยาวคลื่นการส่งผ่านแสงตาค่อนข้างสูงในช่วง 400Nm-700nm"
6a19df3c-6af0-4673-8e2b-02d86ddc7523,Which of the following muscle is not a hybrid muscle,Pectoralis major,Extensor digitorum,Flexor digitorum profundus,Brachialis,1,single,"Extensor digitorum Hybrid muscles are the muscles having more than one nerve supply Pctoralis major: lateral & medial pectoral nerves Brachialis: additional proprioceptive fibres from radial nerve, in addition to its muscular nerve, musculocutaneous nerve. Extensor digitorum is supplied by the posterior interosseous nerve only.",Surgery,,กล้ามเนื้อใดต่อไปนี้ไม่ใช่กล้ามเนื้อไฮบริด,คอกครอส,extensor digitorum,flexor digitorum profundus,brachialis,กล้ามเนื้อไฮบริด digitorum เป็นกล้ามเนื้อมีเส้นประสาทมากกว่าหนึ่งตัวที่สำคัญ pctoralis ที่สำคัญ: เส้นประสาทครีบอกด้านข้างและอยู่ตรงกลาง brachialis: เส้นใย proprioceptive เพิ่มเติมจากเส้นประสาทเรเดียลนอกเหนือจากเส้นประสาทกล้ามเนื้อเส้นประสาทกล้ามเนื้อextensor digitorum จัดหาโดยเส้นประสาท interosseous หลังเท่านั้น
161fc4a5-e9fb-44c6-9a4b-2d734cf01ebc,Delayed union of fracture of a bone follo-wing a surgical treatment may be due to,Infection,Inadequate circulation,Inadequate mobilization,All of the above,3,multi,D i.e. All,Surgery,,การรวมกันของการแตกหักของการแตกหักของกระดูกปีกการผ่าตัดการผ่าตัดอาจเกิดจาก,การติดเชื้อ,การไหลเวียนไม่เพียงพอ,การระดมพลไม่เพียงพอ,ทั้งหมดข้างต้น,D. ทั้งหมด
f18b19db-efc0-40d3-accd-5d2dcb3b1879,What is the pressure of inspiration?,Intrapleuarl,Transpulmonary,Trans chest wall,Alveolar pressure,0,multi,"Ans: a (Intrapleural) Ref: Ganong,22nd ed,p. 6651The main pressure in lung related to inspiration is intrapleural pressure.Intrapleural pressure.The pressure in the intrapleural space between the lungs and chest wall is intrapleural pressure.Intrapleural pressure changes from -2.5 to -6 mmHg during inspiration. During strong inspiratory effort it may reach up to -30 mmHg.Transpulmonary pressureIt is the difference between alveolar pressure and intrapleural pressure. It is the measure of elastic forces in the lungs.Alveolar pressure or intrapulmonary pressureIt is the pressure inside the lung alveoli. When no air flows the alveolar pressure is considered to be equal to the atmospheric pressure, i.e., 0 cm of water.During inspiration it decreases to -1 cm of water.During expiration it increases to+1 cm of water.",Physiology,Respiratory System,แรงบันดาลใจของแรงบันดาลใจคืออะไร?,ภายใน,การถ่ายทอด,ผนังหน้าอกทรานส์,ความดันถุง,"ตอบ: A (intrapleural) Ref: Ganong, 22nd ed, p.6651 แรงกดดันหลักในปอดที่เกี่ยวข้องกับแรงบันดาลใจคือความดันภายในความดันความดันความดันในช่องว่างภายในระหว่างปอดและผนังหน้าอกคือความดันภายในภายในในระหว่างการหายใจที่แข็งแกร่งอาจสูงถึง -30 mmHg.Transpulmonary Pressuret คือความแตกต่างระหว่างความดันถุงและความดันในช่องท้องมันเป็นตัวชี้วัดของแรงยืดหยุ่นในปอดความดัน alveolar หรือความดัน intrapulmonary คือความดันภายในถุงปอดเมื่อไม่มีอากาศไหลความดันถุงจะถูกพิจารณาว่าเท่ากับความดันบรรยากาศเช่นน้ำ 0 ซม. ในระหว่างที่แรงบันดาลใจจะลดลงเป็น -1 ซม. ของน้ำในระหว่างการหมดอายุมันจะเพิ่มขึ้นเป็น+1 ซม. ของน้ำ"
cdfbd205-6f98-4cdc-9d76-29c0e9887cef,One standard detion in normal standard curev includes value-,50%,68%,95%,100%,1,single,Ref:Parks 23rd edition pg 849. 1SD : confidence limit = 68% 2SD : confidence limit = 95% 3SD : confidence limit = 99.7%,Social & Preventive Medicine,Biostatistics,ค่าเบี่ยงเบนมาตรฐานหนึ่งในเส้นโค้งมาตรฐานปกติรวมถึงค่า-,50%,68%,95%,100%,REF: Parks 23 edition pg 849. 1SD: ขีดจำกัดความเชื่อมั่น = 68% 2SD: ขีดจำกัดความเชื่อมั่น = 95% 3SD: ขีดจำกัดความเชื่อมั่น = 99.7%
d000623f-eba6-4e64-8cc0-3ed932403fce,Foam cells are seen in infection with which virus ?,Measles,EBV,Molluscum contagiosum,RSV,1,single,"Ans. is 'b' i.e., EBV EBV encephalomyelitis shows :Abnormal white matter with perivascular infiltrates of inflammatory cells and foam cells.Some myelin is replaced by lipid-filled macrophages and hyperplastic astrocytes.",Microbiology,,เซลล์โฟมจะเห็นในการติดเชื้อไวรัสตัวไหน?,หัด,EBV,molluscum contagiosum,RSV,ตอบคือ 'B' เช่น EBV EBV encephalomyelitis แสดงให้เห็นว่า: สสารสีขาวผิดปกติที่มีการแทรกซึมของ perivascular ของเซลล์อักเสบและเซลล์โฟม myelin บางส่วนจะถูกแทนที่ด้วยแมคโครฟาจที่เต็มไปด้วยไขมันและ astrocytes hyperplastic
ffa5b47b-7d02-489f-9bcf-f6753b2be449,Rescue P.C.I is done for which of the following?,Persistent chest pain with ST elevation > 60 min after thrombolysis,Persistent chest pain with ST elevation > 30 min after thrombolysis,Persistent Chest pain with ST elevation >90 min after thrombolysis,Pain with ST elevation for >120minutes after thrombolysis,2,single,Option C = Rescue P.C.I. After thrombolysis ST Elevation begin to reduce If ST Elevation persisting in spite of thrombolysis. So it's failure of thrombolysis | within 90 minutes Rescue PCI Types of PCI Primary PCI done for STEMI (Door to device time < 90 minutes). Delayed PCI done for Unstable Angina NSTEMI Rescue PCI Failure of thrombolysis (within 90 minutes).,Medicine,Acute coronary syndrome,Rescue P.C.I ทำเพื่อสิ่งใดต่อไปนี้?,อาการเจ็บหน้าอกอย่างต่อเนื่องกับระดับความสูงของ ST> 60 นาทีหลังจาก thrombolysis,อาการเจ็บหน้าอกอย่างต่อเนื่องกับระดับความสูงของ ST> 30 นาทีหลังจากลิ่มเลือดอุดตัน,อาการเจ็บหน้าอกอย่างต่อเนื่องกับระดับความสูงของ ST> 90 นาทีหลังจากลิ่มเลือดอุดตัน,ความเจ็บปวดกับระดับความสูงของ ST สำหรับ> 120 นาทีหลังจากการเกิดลิ่มเลือด,ตัวเลือก C = Rescue P.C.I.หลังจากการลิ่มเลือดอุดตันระดับความสูงเริ่มลดลงหากระดับความสูงของ ST ยังคงมีอยู่แม้จะมีการเกิดลิ่มเลือดดังนั้นจึงเป็นความล้มเหลวของการเกิดลิ่มเลือดภายใน 90 นาทีช่วยเหลือ PCI ประเภท PCI หลัก PCI ที่ทำสำหรับ STEMI (เวลาไปยังอุปกรณ์ <90 นาที)PCI ที่ล่าช้าทำไปแล้วสำหรับโรคหลอดเลือดหัวใจตีบที่ไม่เสถียร PCI ความล้มเหลวของการเกิดลิ่มเลือด (ภายใน 90 นาที)
fefb2a6d-129a-4ebd-9100-fcdb862c98a2,Fever associated with infection,Accelerates bacterial and viral replication,Left shifts the oxygen dissociation curve,Is due to interleukin-1 released from CD4 T-helper cells,Increase oxygen release to tissue,3,single,"Fever right shifts the oxygen dissociation curve, which allows for a greater release of oxygen to the tissue, making oxygen easily available to neutrophils and monocytes for use in the oxygen-dependent myeloperoxidase system of bactericidal killing. Having more oxygen available to tissue also enhances wound healing. In addition, fever interferes with bacterial and viral replication by providing a hostile environment for incubation. Fever is produced by the release of interleukin-I from macrophages. Interleukin-I, in turn, stimulates the hypothalamus to synthesize prostaglandins, which interact with the thermoregulatory center to produce fever.",Physiology,General physiology,ไข้ที่เกี่ยวข้องกับการติดเชื้อ,เร่งการจำลองแบบแบคทีเรียและไวรัส,ด้านซ้ายเลื่อนเส้นโค้งการแยกออกซิเจน,เกิดจาก interleukin-1 ที่ปล่อยออกมาจากเซลล์ CD4 T-Helper,เพิ่มการปล่อยออกซิเจนเป็นเนื้อเยื่อ,ไข้ขวาเปลี่ยนเส้นโค้งการแยกออกซิเจนซึ่งช่วยให้ออกซิเจนปล่อยออกซิเจนไปยังเนื้อเยื่อได้มากขึ้นทำให้ออกซิเจนสามารถใช้งานได้ง่ายสำหรับนิวโทรฟิลและโมโนไซต์สำหรับใช้ในระบบ myeloperoxidase ที่ขึ้นกับออกซิเจนของการฆ่าเชื้อแบคทีเรียการมีออกซิเจนมากขึ้นในการใช้งานเนื้อเยื่อยังช่วยเพิ่มการรักษาบาดแผลนอกจากนี้ไข้รบกวนการจำลองแบบแบคทีเรียและไวรัสโดยการให้สภาพแวดล้อมที่ไม่เป็นมิตรสำหรับการฟักตัวมีไข้เกิดจากการเปิดตัว interleukin-I จากแมคโครฟาจในทางกลับกัน interleukin-i กระตุ้นให้ hypothalamus สังเคราะห์ prostaglandins ซึ่งมีปฏิสัมพันธ์กับศูนย์อุณหภูมิเพื่อสร้างไข้
8cf45c14-9de1-4f72-a51c-e0ab03cd4518,Last organ to putrefy in females is?,Liver,Uterus,Brain,Breast,1,single,"Ans. is 'b' i.e., Uterus Order of putrefactiono Order of appearance of putrefaction from earliest to last is : larynx, trachea > stomach, intestine > spleen, liver > brain, lungs > heart > kidney, bladder > uterus/prostate > bone.o Amongst the soft tissues uterus in female and prostate in malesm are last to undergo putrefaction, as uterus and prostate resist putrefaction. Otherwise bones are last to undergo putrefaction, overall.",Forensic Medicine,Injuries,อวัยวะสุดท้ายที่จะเน่าเสียในผู้หญิงคืออะไร?,ตับ,มดลูก,สมอง,หน้าอก,"ตอบคือ 'B' เช่นคำสั่งมดลูกของคำสั่ง putrefactiono ของการปรากฏตัวของการก่อตัวของ putrefaction ตั้งแต่แรกสุดไปจนถึงสุดท้ายคือ: กล่องเสียง, หลอดลม> กระเพาะอาหาร, ลำไส้> ม้ามตับ> สมอง, ปอด> หัวใจ> ไต, กระเพาะปัสสาวะ> มดลูกต่อมลูกหมากต่อต้านการเน่าเปื่อยมิฉะนั้นกระดูกจะได้รับการเน่าเปื่อยโดยรวม"
567e1d6a-5444-4e1a-b07a-98417b051c28,Hamartomatous lung tissue is?,Hypoplasia of lung,Congenital cyst,Lobar sequestration,Congenital cystic adenomatoid malformation,3,single,"Ans. (d) Congenital cystic adenomatoid malformation(Ref: Robbins 9th/pg 670; 8th/pg 679)Congenital cystic adenomatoid malformation (CCAM): Hamartomatous Q or dysplastic lung tissue, usually confined to one lobe.",Pathology,Respiration,เนื้อเยื่อปอด Hamartomatous คือ?,hypoplasia ของปอด,ถุง,การกักเก็บ lobar,ความผิดปกติของ adenomatoid cystic adenomatoid,ตอบ(D) ความผิดปกติของเรื้อรังเรื้อรัง (Robbins 9th/pg 670; 8th/pg 679) หอยอดีโนมาทอยด์อดีออยด์ (CCAM): hamartomatous q หรือเนื้อเยื่อปอด dysplastic
c50f51df-27d7-43e6-9be6-4b89df294edb,Test for diagnosis of pyogenic meningitis is?,Widal,CSF PCR,CSF examination,PET scan,2,single,ANSWER: (C) CSF examinationREF: Harrison 17th ed chapter 376The diagnosis of bacterial meningitis is made by examination of the CSF. The need to obtain neuroimaging studies (CT or MRI) prior to LP requires clinical judgment.A broad-range PCR can detect small numbers of viable and nonviable organisms in CSF and is expected to be useful for making a diagnosis of bacterial meningitis in patients who have been pretreated with oral or parenteral antibiotics and in whom Gram's stain and CSF culture are negative,Microbiology,Bacteria,ทดสอบการวินิจฉัยโรคเยื่อหุ้มสมองอักเสบ pyogenic คืออะไร?,กว้าง,CSF PCR,การตรวจสอบน้ำไขสันหลัง,การสแกนสัตว์เลี้ยง,คำตอบ: (C) CSF ExaminationRef: Harrison 17th ED บทที่ 376 การวินิจฉัยโรคเยื่อหุ้มสมองอักเสบจากแบคทีเรียเกิดจากการตรวจสอบของ CSFความจำเป็นในการได้รับการศึกษา neuroimaging (CT หรือ MRI) ก่อนที่ LP จะต้องมีการตัดสินทางคลินิก PCR ในวงกว้างสามารถตรวจจับสิ่งมีชีวิตที่มีศักยภาพและไม่สามารถใช้งานได้จำนวนเล็กน้อยใน CSF และคาดว่าจะเป็นประโยชน์สำหรับการวินิจฉัยโรคเยื่อหุ้มสมองอักเสบจากแบคทีเรียในผู้ป่วย
22c45247-65d6-4168-aa89-428eb6ccf1c3,Causes of thickened gallbladder wall on ultrasound examination are all except:,Postprandial state,Cholecystitis,Congestive cardiac failure,Kawasaki disease,3,multi,"Ans: D (Kawasaki disease) Ref: Manual of Emergency Critical Care Ultrasound Vicke E Noble. 2nd ed. Pg 156Explanation:Kawasaki disease is associated with hydrops of gallbladder.Gallbladder Wall Thickening A gallbladder wall that is thickened is a sign of inflammation. This is a non-specific finding, and many other pathologic processes, as well as a postprandial gallbladder, can give you falsely elevated measurements.It is important to measure the wall of the anterior gallbladder surface because of the acoustic enhancement artifact mentioned.Because sound waves travel through a fluid-filled structure, no attenuation occurs. Thus, when those sound weaves hit the back of the gallbladder, they will be so strong that they will obscure an accurate picture of the wall thickness.For gallbladder wall thickness, greater than 3 mm is abnormal.Differential for Thickened Gallbladder WallPostprandialRenal failureAscitesHepatitisHypoalbuminemiaHIV/AIDSAdenomyomatosisMultiple myelomaCholecystitisCongestive heart failure",Radiology,Abdominal Radiography,สาเหตุของผนังถุงน้ำดีที่มีความหนาในการตรวจอัลตราซาวด์ทั้งหมดยกเว้น:,รัฐหลังตอนกลางวัน,ถุงน้ำดีอักเสบ,ความล้มเหลวของหัวใจ,โรคคาวาซากิ,คำตอบ: D (โรคคาวาซากิ) อ้างอิง: คู่มือของการดูแลวิกฤตการดูแลอัลตร้าซาวด์ Vicke e Noble2nd ed.PG 156Explanation: โรค Kawasaki มีความสัมพันธ์กับ hydrops ของถุงน้ำดี Gallbladder ผนังหนาผนังถุงน้ำดีที่หนาขึ้นเป็นสัญญาณของการอักเสบนี่คือการค้นพบที่ไม่เฉพาะเจาะจงและกระบวนการทางพยาธิวิทยาอื่น ๆ อีกมากมายเช่นเดียวกับถุงน้ำดีภายหลังตอนกลางวันสามารถให้การวัดที่สูงขึ้นอย่างเท็จมันเป็นสิ่งสำคัญในการวัดผนังของพื้นผิวถุงน้ำดีด้านหน้าดังนั้นเมื่อเสียงเหล่านั้นสานต่อด้านหลังของถุงน้ำดีพวกเขาจะแข็งแกร่งมากจนพวกเขาจะคลุมเครือภาพที่ถูกต้องของความหนาของผนังสำหรับความหนาของผนังถุงน้ำดีมากกว่า 3 มม. นั้นผิดปกติหัวใจล้มเหลว Myelomacholecystitiscongestive
0210576a-e7fd-40c4-b51e-acd13de82132,"In caloric test, cold water stimulation causes movement of eye -",Some side,Opposite side,Up,Do\\vn,1,single,"Ans. is 'b' i.e., Opposite side [Ref: Dhingra 5th/e p. 48}o Each ear is irrigated twice : once with cold water (70C below the body temperature, i. e. 300C) and then with warm water (70C above the body temperature, i.e. 440C).o Cold water provokes nystagmus towards the opposite ear, while warm water provokes nystagmus towardssame ear (COWS Cold - oppsite, Warm - same).",ENT,Assessment of Vestibular Function,ในการทดสอบแคลอรี่การกระตุ้นด้วยน้ำเย็นทำให้เกิดการเคลื่อนไหวของตา -,บางด้าน,ด้านตรงข้าม,ขึ้น,ทำ \\ vn,"ตอบคือ 'B' เช่นฝั่งตรงข้าม [REF: Dhingra 5th/e p48} o หูแต่ละข้างได้รับการชลประทานสองครั้ง: หนึ่งครั้งด้วยน้ำเย็น (ต่ำกว่าอุณหภูมิร่างกาย 70C, i. e. 300C) จากนั้นด้วยน้ำอุ่น (70C สูงกว่าอุณหภูมิร่างกายเช่น 440C) น้ำเย็นทำให้เกิดความอบอุ่น"
b9c3c5cc-127b-46a2-bfdc-d23bd2412409,Which of the following is not false about annual risk of TB,ARI of 1% = 75 new cases,Current ARI in India is 1.7%,It is represents new cases of TB,It is assessed by tuberculin conversion in previously non-vaccinated children,3,multi,"Incidence of TB infection (Annual infection rate, Annual risk of Infection ARI) : Percentage of population under study who will be newly infected (not diseased or cases) with TB among Non-infected in 1 year. Expresses attacking force of TB in community In developing countries 1% ARI corresponds to: 50 SS +ve cases per 100,000 general population Tuberculin conversion index is the ""best indicator for evaluation of TB problem and its trend"" in the community. Current ARI in India : 1.5% Ref: Park 25th edition Pgno : 190-191",Social & Preventive Medicine,Communicable diseases,ข้อใดต่อไปนี้ไม่เท็จเกี่ยวกับความเสี่ยงประจำปีของวัณโรค,ARI 1% = 75 กรณีใหม่,ARI ปัจจุบันในอินเดียคือ 1.7%,มันเป็นตัวแทนกรณีใหม่ของวัณโรค,ได้รับการประเมินโดยการแปลง tuberculin ในเด็กที่ไม่ได้รับวัคซีนก่อนหน้านี้,"อุบัติการณ์ของการติดเชื้อวัณโรค (อัตราการติดเชื้อประจำปีความเสี่ยงประจำปีของการติดเชื้อ ARI): ร้อยละของประชากรภายใต้การศึกษาที่จะติดเชื้อใหม่ (ไม่เป็นโรคหรือกรณี) ที่มีวัณโรคในกลุ่มที่ไม่ติดเชื้อใน 1 ปีแสดงถึงแรงโจมตีของวัณโรคในชุมชนในประเทศกำลังพัฒนา 1% ARI สอดคล้องกับ: 50 SS +VE กรณีต่อดัชนีการแปลงวัณโรคประชากรทั่วไป 100,000 รายเป็น ""ตัวบ่งชี้ที่ดีที่สุดสำหรับการประเมินปัญหาวัณโรคและแนวโน้ม"" ในชุมชนARI ปัจจุบันในอินเดีย: 1.5% Ref: Park ฉบับที่ 25 PGNO: 190-191"
f6c9fd05-bcda-4397-bcaa-a17d65107ad3,"A 12-year-old girl presents to the casualty with symptoms of fever, shoness of breath, and cough. A chest X-ray reveals complete consolidation of the lower lobe of the left lung. Cultures of the lower lobe of the left lung would most likely reveal which organism?",Streptococcus pneumoniae,Staphylococcus aureus,Klebsiella pneumoniae,Pseudomonas aeruginosa,0,single,"The history and findings are consistent with a lobar pneumonia. The most common etiologic agent of lobar pneumonia is Streptococcus pneumoniae. ESSENTIALS OF DIAGNOSIS Productive cough, fever, rigors, dyspnea, early pleuritic chest pain Consolidating lobar pneumonia on chest radiograph Lancet-shaped gram-positive diplococci on Gram stain of sputum Ref: Papadakis MA, McPhee SJ, ""Pneumonia, Pneumococcal."" Quick Medical Diagnosis & Treatment",Microbiology,,เด็กหญิงอายุ 12 ปีนำเสนอความเสียหายที่มีอาการไข้ลมหายใจและไอเอ็กซ์เรย์หน้าอกเผยให้เห็นการรวมตัวที่สมบูรณ์ของกลีบล่างของปอดซ้ายวัฒนธรรมของกลีบล่างของปอดซ้ายน่าจะเปิดเผยสิ่งมีชีวิตใดบ้าง?,Streptococcus pneumo...,Staphylococcus aureu...,Klebsiella pneumonia...,Pseudomonas aerugino...,"ประวัติศาสตร์และการค้นพบนั้นสอดคล้องกับโรคปอดบวม Lobarสาเหตุที่พบบ่อยที่สุดของโรคปอดบวม Lobar คือ Streptococcus pneumoniaeสิ่งจำเป็นของการวินิจฉัยอาการไอที่มีประสิทธิผล, ไข้, ความยากลำบาก, หายใจลำบาก, อาการเจ็บหน้าอก pleuritic ก่อนการรวม lobar pneumonia บนหน้าอกภาพรังสีทรวงอกรูปกาม-บวก diplococci ที่เป็นบวกกับคราบแกรมของเสมหะอ้างอิง: ปาปาดาการวินิจฉัยและการรักษาทางการแพทย์อย่างรวดเร็ว"
19de7ff4-cb68-4c51-afe3-07a425f20c91,IgA deposits on skin biopsy,Henoch Schouleiln puspura,Giant cell aeritis,Microscopic polyangitis,Wegener's granulomatosis,0,single,A.i.e. Henosch Schonlein purpura,Skin,,IGA ฝากไว้ในการตรวจชิ้นเนื้อผิวหนัง,Henoch Schonlein Purpura,หลอดเลือดแดงเซลล์ยักษ์,polyangiitis กล้องจุลทรรศน์,granulomatosis ของ Wegener,A.I.E.Henosch Schonlein Purpura
d0b35238-78a6-454d-9bc9-65180db85bbb,Which of the following hormonal activity is expected immediately prior to Ovulation?,LH surge,FSH surge,Progestrone surge,Estrogen surge,0,single,"Ovulation occurs due to the effect of increased concentration of LH. In the pre-ovulatory phase of the menstrual cycle, the ovarian follicle will undergo a series of transformations called cumulus expansion, which is stimulated by FSH. This is followed by LH surge.",Physiology,,กิจกรรมฮอร์โมนใดต่อไปนี้คาดว่าจะเกิดขึ้นทันทีก่อนการตกไข่,LH SURGE,ไฟกระชาก FSH,โปรเจสเตอโรน,เอสโตรเจน,การตกไข่เกิดขึ้นเนื่องจากผลของความเข้มข้นที่เพิ่มขึ้นของ LHในช่วงก่อนการดูดกลืนของรอบประจำเดือนรูขุมขนรังไข่จะได้รับการเปลี่ยนแปลงที่เรียกว่าการขยายตัวของคิวมูลัสซึ่งถูกกระตุ้นโดย FSHตามด้วย LH Surge
